Id,Transaction ID,Customer ID,Customer Name,Bank Name,Transaction Amount (EUR),Merchant Name,Merchant Type,Transaction Country,Transaction Type
250,b3cd9271-1912-43ff-b84f-3e04b124cfcb,aef74b85-11a9-422a-969d-65d619bf73a3,Monty Rutherford Kohler Jr.,Archaic Small Time Bank,610942.8,Amos Kunze Strosin,Online Services,Anguilla,CHIP AND PIN
251,47a23c3e-dbbc-4326-86e6-d8955ca51915,5a4c6412-2e52-4d6a-94d5-bb5f334b8863,Mr. Nakita Watsica Hermann,Cobol Systems Bank,188014.91,Juliana Bauch Bernier,Fast Food,Malta,CHIP AND PIN
252,1e28148b-9e91-487c-861b-2ba23b3a1f59,f5224813-00d7-45d2-866d-e93d54c2250c,Jerold Spencer Simonis,Unknown Bank,324197.61,Juliana Bauch Bernier,Fast Food,Andorra,CONTACTLESS
253,069aa399-e504-4117-8884-604f41ad9b9e,cb4f39e4-e9ef-45e8-bd74-2018d9c429fe,Magan Graham Von MD,Shady Bank,273172.55,Miss Clora Schmidt Reinger,Online Services,Uzbekistan,MAGNETIC STRIPE
254,2b2c2e5f-2149-48fe-8fa6-be3f93ae2fed,fce0d528-f803-4c35-a789-9beba769c188,Marcy Ziemann Von,Archaic Small Time Bank,420996.42,Concepcion Bayer Fay,Fuel,Bouvet Island,MAGNETIC STRIPE
255,1b618722-ce97-4f05-9b2a-16a6b910967b,eac2547f-e5e6-4834-9439-eacc3bc18324,Mrs. Jose Heathcote Gutkowski,Unknown Bank,653335.33,Juliana Bauch Bernier,Fast Food,United States,CHIP AND PIN
256,e4f69d1f-a4b9-4dea-8dd2-90af47a83d84,3f164969-5be6-4e4e-af80-12ba5fd4d509,Ms. Jacques Ondricka Price,Challenger Bank,184663.62,Concepcion Bayer Fay,Fuel,Lesotho,CONTACTLESS
257,abda7989-2355-443f-bbe4-89796bc8649a,11e98bd5-ede8-4639-8287-4ae0b378818f,Elfriede Champlin Nitzsche,Archaic Small Time Bank,90111.79,Miss Clora Schmidt Reinger,Online Services,Peru,CONTACTLESS
258,1dbf028c-466d-437c-9230-bccfed8dab64,9d485eea-28d5-417d-b87a-5208f83cebb5,Barbera Kunze Langworth IV,Unknown Bank,434898.65,Juliana Bauch Bernier,Fast Food,Belarus,CONTACTLESS
259,c415bec8-5012-41d1-a0fb-ac3e5d02b55f,d05f790a-3f43-49d8-b4d3-5868d7c70427,Pedro Rath Parisian,Unknown Bank,780390.59,Fabian Smith Frami V,Health Care,Palau,ECOM
260,917e6ef5-0fde-4a10-805a-40b314d888db,925c827b-7795-447e-999f-c23cb6c0a272,Rex Weber Reynolds,Archaic Small Time Bank,690418.98,Ellyn Tillman Gulgowski III,Supermarket,Yemen,CHIP AND PIN
261,1c9f027b-bb03-4803-a5be-3697a258d777,70dc1e47-5f18-4d2e-b1e4-d35a422aabeb,Sherie Nitzsche Cassin DVM,Archaic Big Bank,878436.85,Miss Clora Schmidt Reinger,Online Services,Nicaragua,ECOM
262,43074916-f019-4ba8-b6b8-57836ddae9f4,eac2547f-e5e6-4834-9439-eacc3bc18324,Mrs. Jose Heathcote Gutkowski,Unknown Bank,550008.98,Concepcion Bayer Fay,Fuel,South Sudan,ECOM
263,5ba12810-32f9-4dba-929c-13c895b931e8,9d485eea-28d5-417d-b87a-5208f83cebb5,Barbera Kunze Langworth IV,Unknown Bank,-434898.65,Juliana Bauch Bernier,Fast Food,Belarus,CONTACTLESS
264,e3975e21-fc34-4b76-9c2c-1bd612bc5828,01ebb254-1e18-4caa-be75-ec77f79088a5,Abe Jacobi DuBuque II,Archaic Small Time Bank,152457.15,Miss Clora Schmidt Reinger,Online Services,Malawi,MAGNETIC STRIPE
265,9b4c632f-ff3b-4fbb-bdf3-b30eb256108e,95b796d6-c89b-48ae-8cbd-7119046a7ae2,Dexter Zboncak Leannon DDS,Archaic Small Time Bank,401746.61,Cher McDermott Prosacco,Fast Food,Thailand,ECOM
266,48067f64-da1a-4cb5-8af9-3f6304e3974f,eac2547f-e5e6-4834-9439-eacc3bc18324,Mrs. Jose Heathcote Gutkowski,Unknown Bank,626711.73,Fabian Smith Frami V,Health Care,Panama,CONTACTLESS
267,3dcdca63-44a2-4cd8-8f0c-6fa8ca60834c,d05f790a-3f43-49d8-b4d3-5868d7c70427,Pedro Rath Parisian,Unknown Bank,866728.41,Octavia Braun Rice IV,Supermarket,Saint Vincent and the Grenadines,MAGNETIC STRIPE
268,99d14101-2436-4cb1-b2e4-5f97016b04b6,1d6e5161-7996-4ba5-b19c-9229c887ca19,Isabella Dickens Rodriguez,Unknown Bank,846862.18,Amos Kunze Strosin,Online Services,Bahrain,ECOM
269,543bf148-e770-4e36-9d3a-f90afb1b2e06,eac2547f-e5e6-4834-9439-eacc3bc18324,Mrs. Jose Heathcote Gutkowski,Unknown Bank,-550008.98,Concepcion Bayer Fay,Fuel,South Sudan,ECOM
270,49df6f7f-5d14-400a-a9ae-67611d234780,e464e3bf-a04a-4282-9930-4647653695b8,Dr. Val Padberg McKenzie,Archaic Small Time Bank,218056.6,Concepcion Bayer Fay,Fuel,Sudan,MAGNETIC STRIPE
271,45cd008a-9027-4ba2-8eca-eea2680cf6dc,18f39a95-43b3-47fa-aea3-ee9c6496524a,Blake Weimann Rippin,Shady Bank,127583.63,Miss Clora Schmidt Reinger,Online Services,Zambia,MAGNETIC STRIPE
272,658342ef-5cec-4079-a311-6eaf25d1d579,73a4333f-319a-4709-bfd3-8d0aebb6dee7,Mr. Jimmie Christiansen Klein,Archaic Big Bank,862100.4,Concepcion Bayer Fay,Fuel,Spain,MAGNETIC STRIPE
273,fe1baa9f-9007-4fa8-b656-c32f4af4e1c2,73a4333f-319a-4709-bfd3-8d0aebb6dee7,Mr. Jimmie Christiansen Klein,Archaic Big Bank,442010.37,Miss Clora Schmidt Reinger,Online Services,Algeria,CHIP AND PIN
274,d704e274-fbe6-43ad-9ee7-1c3bafd41d11,3f164969-5be6-4e4e-af80-12ba5fd4d509,Ms. Jacques Ondricka Price,Challenger Bank,593582.18,Fabian Smith Frami V,Health Care,Singapore,CHIP AND PIN
275,7efbd705-6bdb-413d-ae0e-8d179af3bc65,300e13f0-a69a-483c-a4ae-e5290fd13686,Mrs. Beau Wolf Koch,Shady Bank,536373.25,Amos Kunze Strosin,Online Services,Azerbaijan,CHIP AND PIN
276,ae74cb03-133a-4303-a697-36baace22565,919c7baa-c0e8-4c36-98e1-01af1e0f671e,Donovan Hauck Konopelski,Cobol Systems Bank,461092.11,Stan Simonis Welch,Clothing,Seychelles,CONTACTLESS
277,b953e324-5174-4a20-9efc-bc337888e97a,eac2547f-e5e6-4834-9439-eacc3bc18324,Mrs. Jose Heathcote Gutkowski,Unknown Bank,556284.26,Juliana Bauch Bernier,Fast Food,Malta,ECOM
278,64f60f30-2a21-42fa-a768-3f79b983df42,0accc3de-98ed-4d21-a6a9-7730bc61201a,Leisa Carroll Goldner,Archaic Small Time Bank,744470.61,Miss Clora Schmidt Reinger,Online Services,Tuvalu,ECOM
279,fb4c4830-e08e-4b51-bdff-259dfd088edb,84fc4472-58ec-4169-8d48-e9f6ec79d11c,Jorge Klocko Russel PhD,Shady Bank,156052.04,Stan Simonis Welch,Clothing,Fiji,CHIP AND PIN
280,f6e9cbac-c068-4762-824d-8a7dbc1e7e02,73a4333f-319a-4709-bfd3-8d0aebb6dee7,Mr. Jimmie Christiansen Klein,Archaic Big Bank,-862100.4,Concepcion Bayer Fay,Fuel,Spain,MAGNETIC STRIPE
281,e429e3e6-6431-4f46-89bf-8eae4e67856d,81a69751-a910-4aa9-a51b-0f3581b80c64,Dr. Celine Treutel Morissette,Challenger Bank,256568.84,Octavia Braun Rice IV,Supermarket,Liechtenstein,ECOM
282,1a8e4dcb-6ded-4151-ad46-c831e52c3571,4ed5a14f-8e26-480f-9357-72cc762dd0c2,Barney Parker Will,Archaic Small Time Bank,-333039.91,Ellyn Tillman Gulgowski III,Supermarket,Estonia,ECOM
283,ac07144a-fd90-441a-bda7-4332e9efae4c,002dfdb2-6e96-4494-b9df-d1bff11a88be,Lavina Bechtelar Farrell,Challenger Bank,465770.75,Juliana Bauch Bernier,Fast Food,Tuvalu,MAGNETIC STRIPE
284,bc1160c0-ee7d-4a14-b9e5-5850f6035cb0,0f5d5a82-828e-4407-b9e7-7c68e4d688bd,Barbera Ebert Jenkins,Cobol Systems Bank,13012.81,Fabian Smith Frami V,Health Care,Poland,MAGNETIC STRIPE
285,15124590-0703-4fec-bd7a-b6acb261d353,fb887465-120a-4e29-a2a9-1fe66b354f73,Mrs. Jimmie Russel Grady,Cobol Systems Bank,314434.79,Octavia Braun Rice IV,Supermarket,Peru,MAGNETIC STRIPE
286,0128e8d1-13b7-4512-b326-672f9837a81e,14cffde5-9806-45f1-815d-6a7804a8b3b3,Dallas Collier Bednar,Challenger Bank,62007.36,Stan Simonis Welch,Clothing,Norway,ECOM
287,34e2b4d9-fa63-40aa-93a4-7806660ebcf5,002dfdb2-6e96-4494-b9df-d1bff11a88be,Lavina Bechtelar Farrell,Challenger Bank,-465770.75,Juliana Bauch Bernier,Fast Food,Tuvalu,MAGNETIC STRIPE
288,2a5a7de8-bf65-421f-86e7-55dd949846ea,aef74b85-11a9-422a-969d-65d619bf73a3,Monty Rutherford Kohler Jr.,Archaic Small Time Bank,71087.95,Fabian Smith Frami V,Health Care,Iceland,MAGNETIC STRIPE
289,e831b9b5-d63f-40be-ad05-ae72f864bf66,b7a4f607-0e5d-4c39-afe7-b40833ac5f72,Latoyia Batz Huels,Challenger Bank,111969.71,Ellyn Tillman Gulgowski III,Supermarket,Gibraltar,MAGNETIC STRIPE
290,9584d5e9-12b9-493e-806d-bcce767b7782,fd47ec79-e781-4051-b2b4-ae481e3d9d4e,Carylon Blick Lockman Jr.,Shady Bank,562803.23,Cher McDermott Prosacco,Fast Food,Hong Kong,CHIP AND PIN
291,5768e9f7-a8f6-4add-95e8-3d2006c68366,512e63e9-2654-40b3-8cfd-c8535da2d056,Luvenia Grant Feeney,Challenger Bank,437691.3,Stan Simonis Welch,Clothing,Swaziland,CHIP AND PIN
292,9127bf08-cf96-425f-9739-2196498f7ca7,0f5d5a82-828e-4407-b9e7-7c68e4d688bd,Barbera Ebert Jenkins,Cobol Systems Bank,-13012.81,Fabian Smith Frami V,Health Care,Poland,MAGNETIC STRIPE
293,9937e584-03bd-4302-8de4-833d74eb4e87,4ed5a14f-8e26-480f-9357-72cc762dd0c2,Barney Parker Will,Archaic Small Time Bank,333039.91,Ellyn Tillman Gulgowski III,Supermarket,Estonia,ECOM
294,df9b9d17-2cbc-4011-b57b-2664bc5ae661,81a69751-a910-4aa9-a51b-0f3581b80c64,Dr. Celine Treutel Morissette,Challenger Bank,853824.9,Miss Clora Schmidt Reinger,Online Services,Mauritius,CONTACTLESS
295,9cbdf454-e756-4ae9-b713-b1ad30f67644,a0fa1467-aa5c-4c6a-b4e6-b45f4d93328f,Raeann Volkman Boyer,Shady Bank,205088.29,Stan Simonis Welch,Clothing,Tuvalu,MAGNETIC STRIPE
296,913c2b62-8769-4d8c-b93e-478824a218aa,70565791-9dcf-41ef-8373-8d3d588cd4dc,Dr. Quincy Romaguera Rosenbaum,Archaic Small Time Bank,631674.16,Juliana Bauch Bernier,Fast Food,Cameroon,CHIP AND PIN
297,b5cfae98-95fa-4254-b71f-0efe0e49206f,158c2528-15c8-4bf2-9591-847f16ca1f46,Modesto Brekke Cartwright,Archaic Big Bank,750813.2,Concepcion Bayer Fay,Fuel,Latvia,CONTACTLESS
298,82ee674b-2e5a-434e-970a-68f5290a4b5f,73a4333f-319a-4709-bfd3-8d0aebb6dee7,Mr. Jimmie Christiansen Klein,Archaic Big Bank,881758.57,Amos Kunze Strosin,Online Services,Monaco,MAGNETIC STRIPE
299,40856adb-83c2-4d41-8bfd-33288053b681,145261f6-1c43-45bd-8e4c-891e64f3b4a3,Quinton Lesch Jerde IV,Archaic Small Time Bank,289041.54,Milagro Hane Funk,Clothing,Canada,CONTACTLESS
300,8f23b055-97d3-4bd1-ba26-722953bb3bf8,cf94f1da-fed2-49f7-9996-8710ecb324a4,Antone Rath Lebsack Jr.,Archaic Small Time Bank,391508.31,Miss Clora Schmidt Reinger,Online Services,Estonia,ECOM
301,cb75d6e3-f4b9-4ec5-bc0b-8ffa6fec0671,73996c9b-3b18-4e96-b284-20114afd788d,Layla Wuckert Labadie MD,Shady Bank,562832.66,Ellyn Tillman Gulgowski III,Supermarket,Cameroon,ECOM
302,1e793468-6d79-4c61-ab84-02c1e88c4fd4,5a4c6412-2e52-4d6a-94d5-bb5f334b8863,Mr. Nakita Watsica Hermann,Cobol Systems Bank,733276.78,Juliana Bauch Bernier,Fast Food,Sweden,CHIP AND PIN
303,9f6b4e19-aa68-4fa5-901e-377342cff82b,e4468890-adbb-4c79-bc5b-bf103fe83946,Verna Hagenes Hackett,Unknown Bank,-299472.45,Fabian Smith Frami V,Health Care,Bulgaria,CONTACTLESS
304,2ed20904-e604-4cac-98a8-21e176e07951,e4468890-adbb-4c79-bc5b-bf103fe83946,Verna Hagenes Hackett,Unknown Bank,299472.45,Fabian Smith Frami V,Health Care,Bulgaria,CONTACTLESS
305,414bccae-efed-4636-a3d6-5e9c268a3928,0ce2dde3-4db7-414a-834d-15249f6c89ce,Verlie Beahan Effertz,Archaic Small Time Bank,814625.1,Miss Clora Schmidt Reinger,Online Services,Marshall Islands,CHIP AND PIN
306,445478c1-bb67-4df2-aaa0-4a4d1677db9b,73a4333f-319a-4709-bfd3-8d0aebb6dee7,Mr. Jimmie Christiansen Klein,Archaic Big Bank,554600.35,Octavia Braun Rice IV,Supermarket,Dominica,MAGNETIC STRIPE
307,165a7fcb-da27-4575-bc8e-035c7c7bbf57,158c2528-15c8-4bf2-9591-847f16ca1f46,Modesto Brekke Cartwright,Archaic Big Bank,49146.42,Octavia Braun Rice IV,Supermarket,Latvia,CONTACTLESS
308,2f51d284-1e9a-4748-8965-e7fa98317c4d,ac90bcab-270e-4022-8d77-731d1c181744,Tianna Stamm Becker,Unknown Bank,967417.03,Amos Kunze Strosin,Online Services,Morocco,CONTACTLESS
309,1e6417a4-1b8d-4550-a1f8-3caa06a90d02,8e44428c-d0b7-4450-a17f-24b3c138c80b,Ora Veum Rosenbaum,Archaic Big Bank,681511.82,Concepcion Bayer Fay,Fuel,Czech Republic,MAGNETIC STRIPE
310,c552d1cb-1c3a-43f6-bcfb-14ea6f4180ee,6f44b443-8f23-45d3-b36a-4bd1d3429d7e,Idella Boyle Bode,Cobol Systems Bank,915596.8,Miss Clora Schmidt Reinger,Online Services,China,MAGNETIC STRIPE
311,f563d660-7d44-4dc7-a7f4-7eb0e654ad0f,50f925f4-3e05-4ab0-bb7d-3e8efb1703c2,Miss Kandy Mayer Romaguera,Unknown Bank,861568.4,Stan Simonis Welch,Clothing,Armenia,CHIP AND PIN
312,7a5e43f4-7b00-4b39-be93-ad72e3104672,73a4333f-319a-4709-bfd3-8d0aebb6dee7,Mr. Jimmie Christiansen Klein,Archaic Big Bank,-554600.35,Octavia Braun Rice IV,Supermarket,Dominica,MAGNETIC STRIPE
313,8619b84b-fb62-4f30-bf7f-3ff72ea4391e,dcb0bd15-1d03-4d1a-a04a-86f0404bc3b3,Mr. Alyson Turner Mosciski,Archaic Big Bank,236329.1,Miss Clora Schmidt Reinger,Online Services,"Congo, Democratic Republic of the",ECOM
314,65f909a3-4e35-4f4b-bddc-cb0f575358af,4c20647c-c769-44b9-8f7a-c19d7e70cf4d,Boris Dickinson O'Keefe,Archaic Small Time Bank,979662.67,Stan Simonis Welch,Clothing,Saint Lucia,ECOM
315,8a831dc6-a368-4c6f-8c43-dffbcf1a9b9b,7d9ed078-66aa-497b-a274-08022d5748f6,Oscar Paucek Kuphal PhD,Challenger Bank,197577.19,Concepcion Bayer Fay,Fuel,Tonga,CHIP AND PIN
316,1cd637cf-0969-4349-97a4-3a8187131c1a,a1e49058-af4d-42c2-8463-1e3877507eab,Stacy Armstrong Kuvalis,Unknown Bank,-976551.07,Stan Simonis Welch,Clothing,French Guiana,CHIP AND PIN
317,1b051c3b-41ab-467d-bbc6-3d810076016b,9d485eea-28d5-417d-b87a-5208f83cebb5,Barbera Kunze Langworth IV,Unknown Bank,398577.32,Miss Clora Schmidt Reinger,Online Services,Lebanon,CONTACTLESS
318,dc0080ee-ad05-4b23-b179-39901dceb97d,a1e49058-af4d-42c2-8463-1e3877507eab,Stacy Armstrong Kuvalis,Unknown Bank,976551.07,Stan Simonis Welch,Clothing,French Guiana,CHIP AND PIN
319,1913fc01-e400-48b7-8b30-cb0b440b61db,18f39a95-43b3-47fa-aea3-ee9c6496524a,Blake Weimann Rippin,Shady Bank,890338.94,Miss Clora Schmidt Reinger,Online Services,Lebanon,ECOM
320,12ff676b-d079-4124-82b8-1b1acdf914df,0fd419bc-bb5a-4ab3-a8a0-350e166d08c6,Mrs. Delpha Marvin Leannon,Archaic Small Time Bank,398983.18,Concepcion Bayer Fay,Fuel,Sao Tome and Principe,CHIP AND PIN
321,91e7b3c1-ab09-432e-b1be-3e61bb22e310,e3a905d0-d131-4ca4-9f91-252940e6c0d4,Marya Thiel Armstrong PhD,Challenger Bank,930844.53,Stan Simonis Welch,Clothing,Cameroon,MAGNETIC STRIPE
322,1a1e2740-de51-439a-a61a-ac40de697e80,38177971-ab0b-4fd4-8099-0220ee1ebffa,Janis Ferry Little,Shady Bank,479553.67,Juliana Bauch Bernier,Fast Food,Liberia,CHIP AND PIN
323,0f9d98a5-7b8a-4f0f-9898-07579cd2663c,0ce2dde3-4db7-414a-834d-15249f6c89ce,Verlie Beahan Effertz,Archaic Small Time Bank,379027.63,Miss Clora Schmidt Reinger,Online Services,Sao Tome and Principe,CHIP AND PIN
324,18840786-776b-4c4b-b2a3-7b018c5c609a,6f44b443-8f23-45d3-b36a-4bd1d3429d7e,Idella Boyle Bode,Cobol Systems Bank,461155.32,Concepcion Bayer Fay,Fuel,Switzerland,CONTACTLESS
325,1a8d5237-cca7-4d27-8153-bf4d38cb8ab3,a5c90fff-5a63-4d96-9f0c-c12509113e90,Nakia Corwin Little,Archaic Big Bank,733604.53,Octavia Braun Rice IV,Supermarket,Zimbabwe,MAGNETIC STRIPE
326,e13db3bf-d92b-42d2-af5b-52a9c207a05b,76fca4ca-c2b0-45ce-98a3-6e22ce24a3d9,Dr. Blaine Parker Marks,Archaic Big Bank,922064.66,Cher McDermott Prosacco,Fast Food,Algeria,MAGNETIC STRIPE
327,7bd528ec-618c-4b98-b005-22798447418b,6f44b443-8f23-45d3-b36a-4bd1d3429d7e,Idella Boyle Bode,Cobol Systems Bank,-461155.32,Concepcion Bayer Fay,Fuel,Switzerland,CONTACTLESS
328,d334c4ca-7abc-4924-9509-39fe36018622,9d485eea-28d5-417d-b87a-5208f83cebb5,Barbera Kunze Langworth IV,Unknown Bank,-599345.2,Juliana Bauch Bernier,Fast Food,Saint Kitts and Nevis,ECOM
329,ea46bc49-bc45-4243-85e5-999aeab6dae7,7d9ed078-66aa-497b-a274-08022d5748f6,Oscar Paucek Kuphal PhD,Challenger Bank,952930.89,Cher McDermott Prosacco,Fast Food,French Southern Territories,CONTACTLESS
330,eeebded5-82c7-4773-89a3-ab54e89917c3,9d485eea-28d5-417d-b87a-5208f83cebb5,Barbera Kunze Langworth IV,Unknown Bank,599345.2,Juliana Bauch Bernier,Fast Food,Saint Kitts and Nevis,ECOM
331,ed07cc7b-cafc-404d-bcf6-fd872ef217ab,404c9a47-c34e-479f-a12a-99aaba68a4e1,Miss Richie Hayes Wilderman,Shady Bank,543496.74,Fabian Smith Frami V,Health Care,Israel,ECOM
332,befebf4f-3209-45a4-9bc1-0b4a7adb27d7,e4468890-adbb-4c79-bc5b-bf103fe83946,Verna Hagenes Hackett,Unknown Bank,833439.63,Concepcion Bayer Fay,Fuel,Hungary,MAGNETIC STRIPE
333,392f3953-bc6d-4a9d-bd96-0aaaf8bcd74c,d1df8816-bdb5-4bac-a579-9dca4bbb127a,Frankie Fahey Rowe,Archaic Big Bank,396807.25,Octavia Braun Rice IV,Supermarket,Aruba,CHIP AND PIN
334,efb2051f-69ba-4593-b6ef-2778fab65e0a,dcb0bd15-1d03-4d1a-a04a-86f0404bc3b3,Mr. Alyson Turner Mosciski,Archaic Big Bank,2378.59,Octavia Braun Rice IV,Supermarket,Isle of Man,MAGNETIC STRIPE
335,6f51c3f3-88d6-4410-9e6d-8877e7cc1b13,b2a8ec7c-a347-4c17-839c-0ac68a0b3418,Dian Zulauf Stanton,Challenger Bank,530419.31,Amos Kunze Strosin,Online Services,Rwanda,CONTACTLESS
336,dd7f25f2-d4c1-493d-ab33-920b1df34e0c,70dc1e47-5f18-4d2e-b1e4-d35a422aabeb,Sherie Nitzsche Cassin DVM,Archaic Big Bank,671581.02,Juliana Bauch Bernier,Fast Food,Equatorial Guinea,CONTACTLESS
337,5439db09-f116-4112-ae6b-f2e8d6ca2a30,b71adfa4-3c5c-4da3-a348-65b59cf384bf,Nichole Leffler Berge,Archaic Big Bank,231503.35,Cher McDermott Prosacco,Fast Food,Seychelles,MAGNETIC STRIPE
338,174d79aa-e553-4c09-89c6-c881b15d1cb2,1d6e5161-7996-4ba5-b19c-9229c887ca19,Isabella Dickens Rodriguez,Unknown Bank,638913.46,Fabian Smith Frami V,Health Care,Jersey,ECOM
339,8425138d-cf78-4dae-b0c2-9660b6d66482,b2a8ec7c-a347-4c17-839c-0ac68a0b3418,Dian Zulauf Stanton,Challenger Bank,-530419.31,Amos Kunze Strosin,Online Services,Rwanda,CONTACTLESS
340,7b596340-7445-4fa4-9b76-97e324a25eb3,0e2e7a0b-eb08-413f-ad01-0dee84d04b3e,Dr. Margie Feest Pfannerstill,Archaic Small Time Bank,434404.52,Octavia Braun Rice IV,Supermarket,China,MAGNETIC STRIPE
341,2e6d2bf1-f500-40da-bcf6-c3394aa737d4,480b613d-0695-4120-8f03-5e20f0f41e22,Odilia Watsica Legros,Unknown Bank,949958.1,Cher McDermott Prosacco,Fast Food,South Georgia and the South Sandwich Islands,CHIP AND PIN
342,aa049c07-03c3-48f0-a9f9-54a7b4a1a367,0f5d5a82-828e-4407-b9e7-7c68e4d688bd,Barbera Ebert Jenkins,Cobol Systems Bank,580896.51,Cher McDermott Prosacco,Fast Food,Djibouti,CONTACTLESS
343,e607db25-dac2-4bb8-b9d8-58d5efcc0414,cf94f1da-fed2-49f7-9996-8710ecb324a4,Antone Rath Lebsack Jr.,Archaic Small Time Bank,13552.77,Miss Clora Schmidt Reinger,Online Services,Serbia,CHIP AND PIN
344,e2355f9d-fe41-4867-88c4-b75641c6b118,404c9a47-c34e-479f-a12a-99aaba68a4e1,Miss Richie Hayes Wilderman,Shady Bank,691945.72,Concepcion Bayer Fay,Fuel,"Congo, Democratic Republic of the",CONTACTLESS
345,9648cf90-7646-4426-94cf-bacc3a0d79a8,f5224813-00d7-45d2-866d-e93d54c2250c,Jerold Spencer Simonis,Unknown Bank,19779.03,Milagro Hane Funk,Clothing,Canada,ECOM
346,515cdc26-2170-460a-85e2-e471acb44a25,919c7baa-c0e8-4c36-98e1-01af1e0f671e,Donovan Hauck Konopelski,Cobol Systems Bank,947311.65,Amos Kunze Strosin,Online Services,Fiji,MAGNETIC STRIPE
347,7dc4c271-9364-4eae-ad25-deb48857e4bc,404c9a47-c34e-479f-a12a-99aaba68a4e1,Miss Richie Hayes Wilderman,Shady Bank,-691945.72,Concepcion Bayer Fay,Fuel,"Congo, Democratic Republic of the",CONTACTLESS
348,73ffa94b-d721-45ca-8fc5-d6d8711112a3,73996c9b-3b18-4e96-b284-20114afd788d,Layla Wuckert Labadie MD,Shady Bank,255377.5,Amos Kunze Strosin,Online Services,Spain,CHIP AND PIN
349,d355b666-db4e-4305-8c11-fa459ee726cb,512e63e9-2654-40b3-8cfd-c8535da2d056,Luvenia Grant Feeney,Challenger Bank,844914.59,Fabian Smith Frami V,Health Care,Latvia,ECOM
350,04b18f5b-21aa-408c-88ec-241ef8b50575,925c827b-7795-447e-999f-c23cb6c0a272,Rex Weber Reynolds,Archaic Small Time Bank,800979.86,Concepcion Bayer Fay,Fuel,San Marino,CONTACTLESS
351,cb93a3cf-7413-468f-97e0-3a174cfdd6e0,8b13c89f-469c-4e5b-8f61-fe22b46136b5,Rickie Lehner Heathcote,Unknown Bank,999181.69,Miss Clora Schmidt Reinger,Online Services,Anguilla,MAGNETIC STRIPE
352,e20e105b-9e13-4600-8669-d12b91f29e64,690238f0-dc1b-4bec-bf12-405d9b8c8ebc,Charles Keeling Senger,Archaic Small Time Bank,238385.89,Stan Simonis Welch,Clothing,Gambia,CONTACTLESS
353,ccf94939-edf6-416a-ae61-675d0efc3e6e,95b796d6-c89b-48ae-8cbd-7119046a7ae2,Dexter Zboncak Leannon DDS,Archaic Small Time Bank,464035.67,Cher McDermott Prosacco,Fast Food,Somalia,ECOM
354,318a5c8a-6cf6-44cb-989f-6ab86cc50895,4c20647c-c769-44b9-8f7a-c19d7e70cf4d,Boris Dickinson O'Keefe,Archaic Small Time Bank,843691.28,Cher McDermott Prosacco,Fast Food,Laos,CHIP AND PIN
355,137f2c2b-d1b0-4f52-9fc4-19fdf959b617,d0f54ac9-64fe-4f79-83ae-3c9e2e570cf8,Merry Dickens Paucek,Unknown Bank,601830.89,Concepcion Bayer Fay,Fuel,Tajikistan,CHIP AND PIN
356,1f72d294-7d7f-4508-804d-34374c683183,3dbd0bef-6730-42b8-9b0c-e213b48ae239,Rosario Langosh Donnelly Jr.,Cobol Systems Bank,567747.61,Stan Simonis Welch,Clothing,Norfolk Island,CONTACTLESS
357,2a43121b-4383-4e93-a13c-7d982813d71f,95b796d6-c89b-48ae-8cbd-7119046a7ae2,Dexter Zboncak Leannon DDS,Archaic Small Time Bank,567235.27,Concepcion Bayer Fay,Fuel,Gibraltar,CONTACTLESS
358,55d310a6-3e69-4a29-8909-85591edd9571,469c0ebe-5ffe-4766-8907-cc4b1f15356b,Shanna Welch Goldner,Challenger Bank,669145.54,Milagro Hane Funk,Clothing,Iran,CONTACTLESS
359,7ea3f9cb-7bfb-4f6a-8ee7-19e76749729a,8b13c89f-469c-4e5b-8f61-fe22b46136b5,Rickie Lehner Heathcote,Unknown Bank,576013.96,Milagro Hane Funk,Clothing,Puerto Rico,CHIP AND PIN
360,b2f98d4e-f0b8-43f9-ae44-6ee93dc95d28,70565791-9dcf-41ef-8373-8d3d588cd4dc,Dr. Quincy Romaguera Rosenbaum,Archaic Small Time Bank,123863.97,Concepcion Bayer Fay,Fuel,Turkey,ECOM
361,6d84ffb2-063c-4645-a54c-bb2c7fcf7fda,e4468890-adbb-4c79-bc5b-bf103fe83946,Verna Hagenes Hackett,Unknown Bank,214080.37,Ellyn Tillman Gulgowski III,Supermarket,Hungary,CHIP AND PIN
362,ac94fe0a-90f5-4c46-990b-72c6001f1b65,1276d545-8fb6-4531-b4d9-696bf33387c9,Booker Klein Purdy,Challenger Bank,-650497.34,Ellyn Tillman Gulgowski III,Supermarket,Israel,CHIP AND PIN
363,e4093b46-53dd-4a0e-968f-8eae4ab98422,81a69751-a910-4aa9-a51b-0f3581b80c64,Dr. Celine Treutel Morissette,Challenger Bank,341234.95,Octavia Braun Rice IV,Supermarket,Curaçao,CHIP AND PIN
364,1991261f-a7d3-446b-86ef-4bfe1737c298,a5c90fff-5a63-4d96-9f0c-c12509113e90,Nakia Corwin Little,Archaic Big Bank,-808753.17,Fabian Smith Frami V,Health Care,Timor-Leste,CHIP AND PIN
365,272cff52-be72-4097-99d0-c6b9c3f638cf,ea2697da-2e6d-4c3c-b6ca-0c31470c4ace,Ruthann Toy McCullough,Archaic Big Bank,294646.32,Ellyn Tillman Gulgowski III,Supermarket,Uzbekistan,CONTACTLESS
